model_name,accuracy,precision,recall,f1_score,auc,n_samples,n_positive,n_negative
LightGBM,0.9855069713631612,0.6819437011666488,0.4950428891098956,0.5736537405349924,0.9854235854469922,6534590,128704,6405886
