model_name,accuracy,precision,recall,f1_score,auc,n_samples,n_positive,n_negative
LightGBM,0.9822714202421269,0.6235511216192838,0.25204344853306815,0.35898343910981756,0.9626397312507617,6534590,128704,6405886
