model_name,accuracy,precision,recall,f1_score,auc,n_samples,n_positive,n_negative
LightGBM,0.9822793778951702,0.6241559091171435,0.25207452759820986,0.35911513534754236,0.9623948164652155,6534590,128704,6405886
