model_name,accuracy,precision,recall,f1_score,auc,n_samples,n_positive,n_negative
LightGBM,0.9803112360530652,0.5680473372781065,0.0014917951268025858,0.0029757753289626635,0.9110497275283062,6534590,128704,6405886
